paper_id,year,title,for_l2,for_l4
pub.1143589042,2021,Association of a Healthy Lifestyle With All-Cause and Cause-Specific Mortality Among Individuals With Type 2 Diabetes: A Prospective Study in UK Biobank.,Biomedical and Clinical Sciences; Health Sciences,Clinical Sciences; Epidemiology; Public Health
pub.1143589584,2021,Stronger Associations Between Sleep and Mental Health in Adults with Autism: A UK Biobank Study,Health Sciences; Psychology,Health Services and Systems
pub.1143610950,2021,A robust and adaptive framework for interaction testing in quantitative traits between multiple genetic loci and exposure variables,Biological Sciences; Health Sciences; Mathematical Sciences,Epidemiology; Genetics; Statistics
pub.1143611007,2021,"Study of association of migraine susceptibility genes with common migraine in 200,000 exome-sequenced UK Biobank participants",Biological Sciences; Biomedical and Clinical Sciences; Health Sciences,Epidemiology; Genetics
pub.1143618091,2021,Recessive Genome-Wide Meta-analysis Illuminates Genetic Architecture of Type 2 Diabetes.,Biomedical and Clinical Sciences,Unclassified
pub.1143630279,2021,Major sex differences in migraine prevalence among occupational categories: a cross-sectional study using UK Biobank,Biomedical and Clinical Sciences,Clinical Sciences; Neurosciences
pub.1143638077,2021,"Fine particulate matter, vitamin D, physical activity, and major depressive disorder in elderly adults: Results from UK Biobank",Biomedical and Clinical Sciences; Health Sciences,Clinical Sciences
pub.1143638902,2021,Efficient approaches for large-scale GWAS with genotype uncertainty,Biological Sciences; Mathematical Sciences,Genetics; Statistics
pub.1143654232,2021,Polygenic architecture and cardiovascular risk of familial combined hyperlipidemia,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology; Clinical Sciences
pub.1143656817,2021,Shared genetic influences on depression and menopause symptoms,Biomedical and Clinical Sciences; Psychology,Biological Psychology
pub.1143657924,2021,Polygenic risk for coronary artery disease in the Scottish and English population,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology
pub.1143663210,2021,"Disparities in COVID-19 infection, hospitalisation and death in people with schizophrenia, bipolar disorder, and major depressive disorder: a cohort study of the UK Biobank",Biomedical and Clinical Sciences,Clinical Sciences
pub.1143666364,2021,Longitudinal changes in serum testosterone and sex hormone‐binding globulin in men aged 40–69 years from the UK Biobank,Biomedical and Clinical Sciences,Clinical Sciences
pub.1143666697,2021,"Integration of GWAS and brain transcriptomic analyses in a multiethnic sample of 35,245 older adults identifies DCDC2 gene as predictor of episodic memory maintenance",Psychology,Biological Psychology
pub.1143669154,2021,The Association of Ambient Air Pollution With Cataract Surgery in UK Biobank Participants: Prospective Cohort Study,Biomedical and Clinical Sciences,Ophthalmology and Optometry
pub.1143689982,2021,Contributions of obesity to kidney health and disease: insights from Mendelian randomization and the human kidney transcriptomics,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology
pub.1143690279,2021,Assessing the causal role of epigenetic clocks in the development of multiple cancers: a Mendelian randomization study,Biomedical and Clinical Sciences; Health Sciences; Mathematical Sciences,Epidemiology; Oncology and Carcinogenesis; Statistics
pub.1143690289,2021,Evaluating and implementing block jackknife resampling Mendelian randomization to mitigate bias induced by overlapping samples,Biological Sciences; Health Sciences; Mathematical Sciences,Epidemiology; Genetics; Statistics
pub.1143690390,2021,Age-specific effects of body size on fracture risk in later life: A lifecourse Mendelian randomization study,Health Sciences,Epidemiology
pub.1143690448,2021,Summary statistics knockoff inference empowers identification of putative causal variants in genome-wide association studies,Biological Sciences; Health Sciences; Mathematical Sciences,Epidemiology; Genetics; Statistics
pub.1143690489,2021,"Healthy lifestyle, genetic risk, and incidence of cancer: A prospective cohort study of 13 cancer types",Biomedical and Clinical Sciences; Health Sciences,Epidemiology; Health Services and Systems; Oncology and Carcinogenesis
pub.1143690493,2021,Clinical features of UK Biobank subjects carrying protein truncating variants in genes implicated in schizophrenia pathogenesis,Biomedical and Clinical Sciences; Psychology,Biological Psychology; Pharmacology and Pharmaceutical Sciences
pub.1143694095,2021,Identification of Rare Loss-of-Function Genetic Variation Regulating Body Fat Distribution,Biomedical and Clinical Sciences,Clinical Sciences
pub.1143702893,2021,"Development and Validation of Decision Rules Models to Stratify Coronary Artery Disease, Diabetes, and Hypertension Risk in Preventive Care: Cohort Study of Returning UK Biobank Participants",Biomedical and Clinical Sciences,Medical Biochemistry and Metabolomics; Medical Biotechnology; Pharmacology and Pharmaceutical Sciences
pub.1143713151,2021,Improved analyses of GWAS summary statistics by reducing data heterogeneity and errors,Biological Sciences; Health Sciences; Mathematical Sciences,Epidemiology; Genetics; Statistics
pub.1143713308,2021,Associations between electronic devices use and common mental traits: A gene–environment interaction model using the UK Biobank data,Health Sciences,Epidemiology
pub.1143716646,2021,GWAS of stool frequency provides insights into gastrointestinal motility and irritable bowel syndrome,Biological Sciences,Genetics
pub.1143717972,2021,Machine learning enables new insights into genetic contributions to liver fat accumulation,Biological Sciences,Genetics
pub.1143725216,2021,Causal effects of inflammatory protein biomarkers on inflammatory diseases,Health Sciences,Epidemiology
pub.1143726508,2022,Association of Air Pollution and Physical Activity With Brain Volumes,Biomedical and Clinical Sciences,Clinical Sciences; Neurosciences
pub.1143726512,2021,Mitochondrial DNA Copy Number as a Marker and Mediator of Stroke Prognosis,Biomedical and Clinical Sciences,Clinical Sciences; Neurosciences
pub.1143734417,2021,Association of Physical Activity with Body Composition: A Mendelian Randomization Study,Health Sciences; Mathematical Sciences,Epidemiology; Public Health; Statistics
pub.1143742797,2021,Monoallelic IFT140 pathogenic variants are an important cause of the autosomal dominant polycystic kidney-spectrum phenotype,Biological Sciences,Genetics
pub.1143745202,2021,The power of genetic diversity in genome-wide association studies of lipids,Biological Sciences; Biomedical and Clinical Sciences; Health Sciences,Epidemiology; Genetics
pub.1143748042,2021,Self‐reported regular daytime napping is associated with indicators of poor type 2 diabetes control: A cohort study,Biomedical and Clinical Sciences,Clinical Sciences
pub.1143752721,2021,Depressive symptoms and neuroticism-related traits are the main factors associated with wellbeing independent of the history of lifetime depression in the UK Biobank,Biomedical and Clinical Sciences; Psychology,Biological Psychology; Clinical Sciences; Social and Personality Psychology
pub.1143754335,2021,RETRACTED: Non-linear Mendelian randomization analyses support a role for vitamin D deficiency in cardiovascular disease risk,Biomedical and Clinical Sciences,Nutrition and Dietetics
pub.1143754349,2021,Fetal alleles predisposing to metabolically favorable adiposity are associated with higher birth weight,Biological Sciences,Genetics
pub.1143755347,2021,Towards Stroke Biomarkers on Fundus Retinal Imaging: A Comparison Between Vasculature Embeddings and General Purpose Convolutional Neural Networks,Biomedical and Clinical Sciences; Information and Computing Sciences,Machine Learning; Ophthalmology and Optometry
pub.1143756518,2021,A multimodal IVA fusion approach to identify linked neuroimaging markers,Physical Sciences; Psychology,Biological Psychology
pub.1143756557,2021,Impact of shift working on the potential for self-powering via kinetic energy harvesting in wearable devices,Engineering; Information and Computing Sciences,Human-Centred Computing
pub.1143771099,2021,Biology of Perseverative Negative Thinking: The Role of Timing and Folate Intake,Biomedical and Clinical Sciences; Health Sciences,Clinical Sciences; Nutrition and Dietetics; Public Health
pub.1143771327,2021,Clustering Accelerometer Activity Patterns from the UK Biobank Cohort,Engineering; Information and Computing Sciences,"Distributed Computing and Systems Software; Electrical Engineering; Electronics, Sensors and Digital Hardware"
pub.1143778975,2021,"Genetic risk for the polycystic ovary syndrome, bone mineral density and fractures in women and men: A UK Biobank Mendelian randomisation study",Biomedical and Clinical Sciences,Clinical Sciences
pub.1143779177,2021,Transgelin: a new gene involved in LDL endocytosis identified by a genome-wide CRISPR-Cas9 screen,Biological Sciences; Biomedical and Clinical Sciences,Biochemistry and Cell Biology; Genetics
pub.1143784293,2022,"Effects of ApoE4 and ApoE2 genotypes on subcortical magnetic susceptibility and microstructure in 27,535 participants from the UK Biobank.",Biological Sciences; Health Sciences,Epidemiology
pub.1143786121,2022,Relation of Poor Handgrip Strength or Slow Walking Pace to Risk of Myocardial Infarction and Fatality,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology
pub.1143786687,2021,Associations of genetic susceptibility to 16 cancers with risk of breast cancer overall and by intrinsic subtypes,Biological Sciences,Genetics
pub.1143788587,2021,No Evidence That Genetic Variation at the Klotho Locus Is Associated With Longevity in Caucasians from the Newcastle 85+ Study and the UK Biobank,Health Sciences,Unclassified
pub.1143788597,2022,Glycated haemoglobin measurements from UK Biobank are different to those in linked primary care records: implications for combining biochemistry data from research studies and routine clinical care,Health Sciences,Health Services and Systems
pub.1143788795,2021,Polynomial Mendelian Randomization reveals widespread non-linear causal effects in the UK Biobank,Health Sciences; Mathematical Sciences,Epidemiology; Statistics
pub.1143812637,2021,Association of Ethnicity and Socioeconomic Status With COVID-19 Hospitalization and Mortality in Those With and Without Chronic Kidney Disease,Health Sciences,Epidemiology
pub.1143816557,2021,Maternal respiratory health and intrauterine exposure-driven birthweight: a two-sample Mendelian randomization study,Health Sciences; Mathematical Sciences,Epidemiology; Statistics
pub.1143832890,2021,Causal effect of atrial fibrillation/flutter on chronic kidney disease: A bidirectional two-sample Mendelian randomization study,Health Sciences; Mathematical Sciences,Epidemiology; Statistics
pub.1143835271,2021,Heart rate response and recovery during exercise predict future delirium risk—A prospective cohort study in middle- to older-aged adults,Health Sciences,Health Services and Systems; Public Health
