researcher_id,full_name,community,modal_for_l2,modal_for_l4,modal_institution,modal_country,name_gender
ur.0620123627.83,Brian Mautz,1,Biological Sciences,Genetics,Janssen Research and Development LLC,United States,Male
ur.0620136570.19,Fredrik Wiklund,2,Biological Sciences,Genetics,Karolinska Institutet,Sweden,Male
ur.0620142153.64,E Schelbert,7,Biomedical and Clinical Sciences,Clinical Sciences,University of Pittsburgh,United States,Male
ur.0620142154.14,Robert L Burr,35,Biomedical and Clinical Sciences,Clinical Sciences,University of South Carolina,United States,Male
ur.0620151161.32,Xiao-Si Wang,2,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,"Affiliations of authors:, Cancer Epidemiology Unit, Nuffield Department of Population Health, University of Oxford, Oxford, UK (RCT, AB, GKF, PNA, GKR, XSW, AWR, TG, JG, TJK, VB); Worldwide Epidemiology, GlaxoSmithKline R&D, Uxbridge, UK (AWR); Department of Oncoplastic Breast Surgery, Oxford University Hospitals NHS Trust, Oxford, UK (TG); Clinical Trial Service Unit and Epidemiological Studies Unit (CTSU), Nuffield Department of Population Health, University of Oxford, Oxford, UK (RP)",,Unknown
ur.0620171311.79,Anneli Kylliäinen,14,Biomedical and Clinical Sciences,Clinical Sciences,Tampere University,Finland,Female
ur.0620202577.28,Pasi Huttunen,73,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Helsinki University Hospital,Finland,Male
ur.0620203621.45,Jean C Beckham,15,Biological Sciences,Genetics,Duke University,United States,Male
ur.0620216302.57,W P Brouwer,44,Health Sciences,Epidemiology,Erasmus MC,Netherlands,Unknown
ur.0620230373.37,Honggang Yi,24,Health Sciences,Epidemiology,Nanjing Medical University,China,Unknown
ur.0620265051.50,Katherine Klinger,13,Biological Sciences,Genetics,Sanofi Pasteur Biologics LLC,United States,Female
ur.0620266371.52,Ingrid E. Christophersen,22,Biological Sciences,Genetics,Bærum Sykehus,Norway,Female
ur.0620272633.72,Duc M. Duong,15,Biological Sciences,Biological Psychology,Emory University,United States,Male
ur.0620307477.86,Elisabeth Mangold,13,Health Sciences,Epidemiology,University of Bonn,Germany,Female
ur.0620322352.23,Stephen Arnovitz,106,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,University of Chicago,United States,Male
ur.0620323734.10,Adam P Levine,54,Biomedical and Clinical Sciences,Genetics,University College London,United Kingdom,Male
ur.0620354614.11,Y. Al Omran,63,Psychology,Biological Psychology,University of Oxford,United Kingdom,Male
ur.0620364544.45,Kate Burbury,8,Biological Sciences,Cardiovascular Medicine and Haematology,Royal Melbourne Hospital,Australia,Female
ur.0620403574.48,Anssi Lipponen,10,Biomedical and Clinical Sciences,Clinical Sciences,Finnish Institute for Health and Welfare,Finland,Male
ur.0620406065.58,Matthew J. Bown,1,Biomedical and Clinical Sciences,Epidemiology,University of Leicester,United Kingdom,Male
ur.0620414424.35,Yuan Luo,6,Biomedical and Clinical Sciences,Genetics,Northwestern University,United States,Unknown
ur.0620414541.00,Yingxi Chen,2,Biological Sciences,Genetics,National Cancer Institute,United States,Unknown
ur.0620440751.12,Yi-Wei Yeh,52,Biological Sciences,Epidemiology,Tri-Service General Hospital,Taiwan,Unknown
ur.0620441164.55,Kate Armon,4,Biological Sciences,Genetics,Cambridge University Hospitals NHS Foundation Trust,United Kingdom,Female
ur.0620454302.27,Jin Zhou,783,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,First Affiliated Hospital of Soochow University,China,Female
ur.0620465423.10,C. Wen,18,Biomedical and Clinical Sciences,Clinical Sciences,Hong Kong Polytechnic University,China,Unknown
ur.0620466611.00,Vincent Barlogis,44,Biomedical and Clinical Sciences,Clinical Sciences,Marseille Public University Hospital System,France,Male
ur.0620467470.43,Jonathan Fulford,1575,Biomedical and Clinical Sciences,Clinical Sciences,University of Exeter,United Kingdom,Male
ur.0620470737.39,Sobha Sivaprasad,8,Biomedical and Clinical Sciences,Ophthalmology and Optometry,Moorfields Eye Hospital NHS Foundation Trust,United Kingdom,Female
ur.0620472030.89,Delphine Casabonne,2,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,Centro de Investigación Biomédica en Red de Epidemiología y Salud Pública,Spain,Female
ur.0620503726.45,Eleonora Scorletti,6,Biomedical and Clinical Sciences,Clinical Sciences,University of Pennsylvania,United States,Female
ur.0620505251.95,Weihua Zhou,42,Biomedical and Clinical Sciences,Clinical Sciences,Michigan Technological University,United States,Unknown
ur.0620505731.16,Nerses Bebek,14,Biological Sciences,Biochemistry and Cell Biology,Istanbul University,Turkey,Male
ur.0620507214.93,Vikram Ayinampudi,5,Biological Sciences,Pharmacology and Pharmaceutical Sciences,Addenbrooke's Hospital,United Kingdom,Male
ur.0620513313.57,Jeong-Whun Kim,871,Health Sciences,Epidemiology,Seoul National University,South Korea,Unknown
ur.0620545251.96,T. J. Chaussalet,14,Health Sciences,Machine Learning,University of Westminster,United Kingdom,Male
ur.0620547356.00,Bob Weijs,1,Biological Sciences,Genetics,Maastricht University Medical Centre,Netherlands,Male
ur.0620554170.20,Zhen-Yu Zhang,44,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,KU Leuven,Belgium,Unknown
ur.0620554670.05,Meng Lu,9,Biological Sciences,Genetics,Kaiser Permanente,United States,Unknown
ur.0620557134.55,Ferid Agani,15,Psychology,Clinical and Health Psychology,"Faculty of Medicine, University Hasan Prishtina, Prishtina, Kosovo",,Male
ur.0620563400.19,Hanna Romanowicz,1,Biological Sciences,Genetics,Polish Mother’s Memorial Hospital Research Institute,Poland,Female
ur.0620601556.85,Carl M. Philpott,68,Biomedical and Clinical Sciences,Epidemiology,Queen's Medical Centre,United Kingdom,Male
ur.0620602545.09,Baofeng Xu,732,Biomedical and Clinical Sciences,Medical Biochemistry and Metabolomics,First Hospital of Jilin University,China,Unknown
ur.0620607742.01,Taiji Sakamoto,530,Biomedical and Clinical Sciences,Ophthalmology and Optometry,Kagoshima University,Japan,Male
ur.0620615465.18,Li Hui,18,Health Sciences,,Soochow University,China,Female
ur.0620616462.23,Fenfei Gao,900,Biomedical and Clinical Sciences,Clinical Sciences,Shantou University Medical College,China,Unknown
ur.0620621235.09,Andrea Martini,21,Biomedical and Clinical Sciences,Clinical Sciences,University of Padua,Italy,Female
ur.0620623627.71,Amber Boys,26,Biological Sciences,Genetics,Murdoch Children's Research Institute,Australia,Female
ur.0620625167.81,Stefania Benonisdottir,22,Biological Sciences,Genetics,University of Oxford,Iceland,Female
ur.0620625355.33,Qin Zhou,58,Biomedical and Clinical Sciences,Clinical Sciences,Guangzhou Center for Disease Control and Prevention,China,Female
ur.0620626735.30,Ina S. Almdahl,3,Biological Sciences,Genetics,Akershus University Hospital,Norway,Female
ur.0620640555.23,Marte K. Viken,10,Biomedical and Clinical Sciences,Immunology,University of Oslo,Norway,Female
ur.0620643752.10,Robert Pearsall,12,Health Sciences,Health Services and Systems,University of Glasgow,United Kingdom,Male
ur.0620651320.34,Elena D Aflorei,20,Biomedical and Clinical Sciences,Clinical Sciences,Queen Mary University of London,United Kingdom,Female
ur.0620653576.44,Sandra H. van Oostrom,14,Biomedical and Clinical Sciences,Clinical Sciences,National Institute for Public Health and the Environment,Netherlands,Female
ur.0620661500.23,Giovanna Tagliabue,2,Biomedical and Clinical Sciences,Epidemiology,Fondazione IRCCS Istituto Nazionale dei Tumori,Italy,Female
ur.0620663256.36,Steven J. Millership,43,Biological Sciences,Biochemistry and Cell Biology,Imperial College London,United Kingdom,Male
ur.0620670445.51,Jurjen J. Luykx,3,Health Sciences,Genetics,University Medical Center Utrecht,Netherlands,Male
ur.0620675174.92,Rajarshi Banerjee,7,Biomedical and Clinical Sciences,Clinical Sciences,Perspectum Ltd,United Kingdom,Male
ur.0620700321.83,Steven A. Belinsky,9,Biological Sciences,Genetics,Lovelace Respiratory Research Institute,United States,Male
ur.0620700464.43,Irwin D. Waldman,1,Psychology,Biological Psychology,Emory University,United States,Male
ur.0620725450.26,M Merlo,7,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,"Milan Polytechnic, Milan, Italy",Italy,Unknown
ur.0620735362.45,Mor Peleg,57,Biomedical and Clinical Sciences,Clinical Sciences,University of Haifa,Israel,Male
ur.0620741253.65,You-Sheng Shu,41,Biological Sciences,Biochemistry and Cell Biology,Huashan Hospital,China,Unknown
ur.0620761701.81,Fredrik Nyberg,29,Biomedical and Clinical Sciences,Clinical Sciences,University of Gothenburg,Sweden,Male
ur.0620767475.42,Andreas Rillig,11,Biomedical and Clinical Sciences,Clinical Sciences,University Medical Center Hamburg-Eppendorf,Germany,Male
ur.0620777645.08,Robin M. Daly,12,Biomedical and Clinical Sciences,Nutrition and Dietetics,Deakin University,Australia,Male
ur.0620777753.61,Toshimi Aizawa,250,Biological Sciences,Bioinformatics and Computational Biology,Tohoku University,Japan,Female
ur.0621006763.13,M Babores,9,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,,,Unknown
ur.0621020507.55,Kai Lehmberg,44,Biological Sciences,Genetics,University Medical Center Hamburg-Eppendorf,Germany,Unknown
ur.0621024605.08,Manja Meggendorfer,28,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Munich Leukemia Laboratory (Germany),Germany,Female
ur.0621034531.31,Su Liu,24,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,Nanjing Medical University,China,Female
ur.0621055333.51,Elena Pasqualetto,54,Biological Sciences,Genetics,IRCCS Ospedale San Raffaele,Italy,Female
ur.0621072065.52,Paola Guglielmelli,5,Biological Sciences,Genetics,Azienda Ospedaliero-Universitaria Careggi,Italy,Female
ur.0621075006.69,Lieve Temmerman,6,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,Maastricht University Medical Centre,Netherlands,Female
ur.0621112533.24,Long Zhou,46,Health Sciences,Epidemiology,University of Electronic Science and Technology of China,China,Male
ur.0621126006.11,David J. Glass,26,Biological Sciences,Epidemiology,Regeneron Pharmaceuticals Inc,United States,Male
ur.0621126521.12,Noël Peretti,28,Biological Sciences,Genetics,Hospices Civils de Lyon,France,Male
ur.0621132625.62,Covadonga Bascaran,8,Biomedical and Clinical Sciences,Clinical Sciences,London School of Hygiene & Tropical Medicine,United Kingdom,Female
ur.0621133455.07,Mark Chandy,6,Biomedical and Clinical Sciences,Pharmacology and Pharmaceutical Sciences,Stanford University,United States,Male
ur.0621137767.66,Shana McCormack,1,Biological Sciences,Epidemiology,Children's Hospital of Philadelphia,United States,Female
ur.0621143013.15,Heikki Oksa,1,Biological Sciences,Ecological Applications,Tampere University Hospital,Finland,Male
ur.0621156510.76,Wassilios G. Meissner,10,Biomedical and Clinical Sciences,Biological Psychology,University of Otago,France,Male
ur.0621163155.38,Hanna-Riikka Kreivi,14,Biological Sciences,Genetics,Helsinki University Hospital,Finland,Female
ur.0621163643.34,N Bidargaddi,20,Health Sciences,Machine Learning,Flinders University,Australia,Male
ur.0621164750.96,Jens Petersen,22,Biomedical and Clinical Sciences,Clinical Sciences,University of Copenhagen,Denmark,Male
ur.0621167600.27,Ruth F. Jarrett,2,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,MRC University of Glasgow Centre for Virus Research,United Kingdom,Female
ur.0621200426.94,Michael Parker,23,Biomedical and Clinical Sciences,Clinical Sciences,University of Oxford,United Kingdom,Male
ur.0621202550.03,Grazia Fini,43,Biomedical and Clinical Sciences,Clinical Sciences,Casa Sollievo della Sofferenza,Italy,Female
ur.0621214024.20,J Fuld,9,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Cambridge University Hospitals NHS Foundation Trust,United Kingdom,Unknown
ur.0621216163.67,Xiaoyi Raymond Gao,10,Biomedical and Clinical Sciences,Ophthalmology and Optometry,The Ohio State University,United States,Unknown
ur.0621237730.63,Bishwajit Bhowmik,1,Biological Sciences,Genetics,"Centre of Global Health Research, Diabetic Association of Bangladesh, Dhaka, Bangladesh",Bangladesh,Male
ur.0621240543.53,Kyle J Bourassa,15,Biological Sciences,Biological Psychology,Georgetown University,United States,Male
ur.0621245414.44,Merry-Lynn N. McDonald,9,Biomedical and Clinical Sciences,Genetics,University of Alabama at Birmingham,United States,Unknown
ur.0621260052.83,Mengchang Xu,225,Biomedical and Clinical Sciences,Genetics,Changsha Medical University,China,Unknown
ur.0621277755.47,Christophe de Bezenac,21,Biomedical and Clinical Sciences,Clinical Sciences,University of Liverpool,United Kingdom,Male
ur.0621324277.51,Qi-Rong Qin,27,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,Wannan Medical College,China,Unknown
ur.0621325173.18,Haeme R. P. Park,3,Psychology,Biological Psychology,UNSW Sydney,Australia,Unknown
ur.0621331121.52,Ruifeng Hu,39,Biological Sciences,Genetics,The University of Texas Health Science Center at Houston,United States,Male
ur.0621337262.82,Xiang Nong,50,Health Sciences,Epidemiology,First Affiliated Hospital of Kunming Medical University,China,Unknown
ur.0621337357.26,Lucille A. Moore,3,Health Sciences,Biological Psychology,Oregon Health & Science University,United States,Female
ur.0621357063.92,David Bunce,2,Biomedical and Clinical Sciences,Dentistry,University of Leeds,United Kingdom,Male
ur.0621370762.52,Michael A Portelli,9,Biomedical and Clinical Sciences,Genetics,University of Nottingham,United Kingdom,Male
ur.0621375510.22,Yuanzheng Qiu,1438,Biomedical and Clinical Sciences,Clinical Sciences,Xiangya Hospital Central South University,China,Unknown
ur.0621376241.47,Andre Mattman,10,Biological Sciences,Biochemistry and Cell Biology,St. Paul's Hospital,Canada,Male
ur.0621403517.35,Audrey Gicquiau,2,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,International Agency for Research on Cancer,France,Female
ur.0621411333.58,Edward D Siew,1,Biomedical and Clinical Sciences,Clinical Sciences,Vanderbilt University Medical Center,United States,Male
ur.0621413757.57,Dawn C. Newcomb,9,Biomedical and Clinical Sciences,Clinical Sciences,Vanderbilt University Medical Center,United States,Female
ur.0621416621.13,Stefan K Nilsson,53,Biological Sciences,Epidemiology,Umeå University,Sweden,Male
ur.0621416645.36,T. Laitinen,9,Biological Sciences,Epidemiology,University of Turku,Finland,Unknown
ur.0621443227.02,Xiaomin Liu,1,Biological Sciences,Epidemiology,China National GeneBank,China,Female
ur.0621446107.87,Mark Reppell,17,Biological Sciences,Epidemiology,AbbVie Inc,United States,Male
ur.0621446634.07,Petra Seibold,2,Biomedical and Clinical Sciences,Clinical Sciences,German Cancer Research Center,Germany,Female
ur.0621454666.35,Marta E. Alarcón-Riquelme,25,Biological Sciences,Genetics,Pfizer-University of Granada-Junta de Andalucía Centre for Genomics and Oncological Research,Spain,Female
ur.0621513212.73,Ken Batai,2,Health Sciences,Epidemiology,Roswell Park Comprehensive Cancer Center,United States,Male
ur.0621534446.20,Bhavna Kaul,157,Biomedical and Clinical Sciences,Clinical Sciences,Indian Institute of Science Bangalore,India,Female
ur.0621547234.43,Salim S. Hayek,6,Biomedical and Clinical Sciences,Epidemiology,The University of Texas Medical Branch at Galveston,United States,Male
ur.0621563323.13,Vicente E. Torres,54,Biological Sciences,Clinical Sciences,Mayo Clinic,United States,Male
ur.0621564612.44,Jesper Mehlsen,10,Biomedical and Clinical Sciences,Biological Psychology,Rigshospitalet,Denmark,Male
ur.0621566272.74,Anand Devaraj,29,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,Guy's and St Thomas' NHS Foundation Trust,United Kingdom,Male
ur.0621572065.76,Marijana Todorčević,1,Biological Sciences,Genetics,Churchill Hospital,United Kingdom,Female
ur.0621574702.97,Lang Qin,144,Biological Sciences,Genetics,West China Second University Hospital of Sichuan University,China,Male
