community,n_authors,mean_ukb_h_index,median_ukb_papers,female_name_share,modal_for_l2,modal_for_l4,modal_institution,modal_country,author_share,cumulative_author_share,top_topics,top_institutions
386,9,1.0,1.0,0.0,Health Sciences,Epidemiology,"Maternal and Child Healthcare Hospital of Longhua District, Shenzhen, China",China,0.012998830105290524,90.99325505148985,Epidemiology (100%),"Maternal and Child Healthcare Hospital of Longhua District, Shenzhen, China (67%); Sun Yat-sen University (33%)"
387,9,1.0,1.0,100.0,Biomedical and Clinical Sciences,Ophthalmology and Optometry,Shanghai Jiao Tong University,China,0.012998830105290524,91.00625388159514,Ophthalmology and Optometry (100%),Shanghai Jiao Tong University (89%); Eye & ENT Hospital of Fudan University (11%)
388,9,1.0,1.0,100.0,Health Sciences,Epidemiology,Jilin University,China,0.012998830105290524,91.01925271170043,Epidemiology (100%),Jilin University (56%); First Hospital of Jilin University (44%)
389,9,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Chengdu University of Traditional Chinese Medicine,China,0.012998830105290524,91.03225154180572,Clinical Sciences (100%),Chengdu University of Traditional Chinese Medicine (89%); Guangxi University (11%)
390,9,0.8888888888888888,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Norfolk and Norwich University Hospital,United Kingdom,0.012998830105290524,91.04525037191101,Clinical Sciences (100%),Norfolk and Norwich University Hospital (56%); University of East Anglia (33%); Quadram Institute (11%)
391,9,1.3333333333333333,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Second Affiliated Hospital of Nanchang University,China,0.012998830105290524,91.0582492020163,Clinical Sciences (78%); Genetics (22%),Second Affiliated Hospital of Nanchang University (100%)
392,9,1.0,1.0,0.0,Biological Sciences,Epidemiology,Guangzhou University of Chinese Medicine,China,0.012998830105290524,91.07124803212159,Epidemiology (100%),Guangzhou University of Chinese Medicine (100%)
393,9,0.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,National Taiwan University,Taiwan,0.012998830105290524,91.08424686222688,Clinical Sciences (100%),National Taiwan University (44%); Taipei Medical University (33%); Chang Gung Memorial Hospital (11%)
394,9,0.5555555555555556,1.0,0.0,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Beijing Chao-Yang Hospital,China,0.012998830105290524,91.09724569233217,Cardiovascular Medicine and Haematology (67%); Clinical Sciences (33%),Beijing Chao-Yang Hospital (100%)
395,9,1.7777777777777777,2.0,28.571428571428573,Information and Computing Sciences,Biological Psychology,Baycrest Centre for Geriatric Care,Canada,0.012998830105290524,91.11024452243745,Biological Psychology (89%); Applied Computing (11%),Baycrest Centre for Geriatric Care (100%)
396,9,0.6666666666666666,1.0,33.333333333333336,Health Sciences,Ophthalmology and Optometry,The University of Osaka,Japan,0.012998830105290524,91.12324335254274,Ophthalmology and Optometry (67%); Public Health (33%),The University of Osaka (100%)
397,9,1.0,1.0,0.0,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,Second Affiliated Hospital of Kunming Medical College,China,0.012998830105290524,91.13624218264803,Oncology and Carcinogenesis (100%),"Second Affiliated Hospital of Kunming Medical College (67%); Department of Urology, 920th Hospital of Joint Logistics Support Force of Chinese People's Liberation Army, Kunming, Yunnan Province, China. (11%); Kunming Medical University (11%)"
398,9,0.7777777777777778,1.0,0.0,Biomedical and Clinical Sciences,Pharmacology and Pharmaceutical Sciences,Hospital of Chengdu University of Traditional Chinese,China,0.012998830105290524,91.14924101275332,Pharmacology and Pharmaceutical Sciences (78%); Epidemiology (22%),Hospital of Chengdu University of Traditional Chinese (56%); Chengdu University of Traditional Chinese Medicine (22%); Fuling District Hospital of Traditional Chinese Medicine (11%)
399,9,1.0,1.0,0.0,Biological Sciences,Genetics,Tongji Hospital Affiliated to Tongji Medical College of Huazhong University of Science & Technology,China,0.012998830105290524,91.16223984285861,Genetics (100%),Tongji Hospital Affiliated to Tongji Medical College of Huazhong University of Science & Technology (100%)
400,9,1.2222222222222223,2.0,12.5,Biomedical and Clinical Sciences,Biological Psychology,Colgate University,United States,0.012998830105290524,91.1752386729639,Biological Psychology (56%); Clinical Sciences (33%); Pharmacology and Pharmaceutical Sciences (11%),Colgate University (100%)
401,9,1.4444444444444444,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Lanzhou University Second Hospital,China,0.012998830105290524,91.18823750306919,Clinical Sciences (67%); Genetics (33%),"Lanzhou University Second Hospital (67%); Lanzhou University (22%); Department of Gastrointestinal Surgery, Jiangxi Province Hospital of Integrated Chinese and Western Medicine, Nanchang, Jiangxi, China (11%)"
402,9,1.0,1.0,0.0,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,Suzhou Municipal Hospital,China,0.012998830105290524,91.20123633317448,Oncology and Carcinogenesis (100%),Suzhou Municipal Hospital (67%); Jiangsu Province Hospital (11%); Nanjing University (11%)
403,9,1.1111111111111112,1.0,100.0,Biomedical and Clinical Sciences,Epidemiology,Peking University,China,0.012998830105290524,91.21423516327977,Epidemiology (89%); Pharmacology and Pharmaceutical Sciences (11%),Peking University (89%); Peking University First Hospital (11%)
404,9,1.0,1.0,0.0,Biological Sciences,Genetics,Yonsei University,South Korea,0.012998830105290524,91.22723399338506,Genetics (100%),Yonsei University (78%); Korea Institute of Radiological and Medical Sciences (22%)
405,9,0.0,1.0,60.0,Biomedical and Clinical Sciences,Medical Biochemistry and Metabolomics,King Abdulaziz University,Saudi Arabia,0.012998830105290524,91.24023282349035,Medical Biochemistry and Metabolomics (100%),King Abdulaziz University (33%); Shaqra University (22%); Taibah University (22%)
406,9,1.0,1.0,0.0,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,China Academy of Chinese Medical Sciences,China,0.012998830105290524,91.25323165359563,Cardiovascular Medicine and Haematology (100%),China Academy of Chinese Medical Sciences (56%); Beijing University of Chinese Medicine (44%)
407,9,1.3333333333333333,1.0,0.0,Biological Sciences,Genetics,Huazhong Agricultural University,China,0.012998830105290524,91.26623048370092,Genetics (100%),"Huazhong Agricultural University (89%); LongPing HighTech Maize Innovation Center, Zhengzhou 450041, China (11%)"
408,9,1.4444444444444444,2.0,0.0,Biomedical and Clinical Sciences,Allied Health and Rehabilitation Science,Nankai University,China,0.012998830105290524,91.27922931380621,Allied Health and Rehabilitation Science (44%); Epidemiology (33%); Medical Biochemistry and Metabolomics (22%),Nankai University (67%); Tianjin Medical University (33%)
409,9,1.0,1.0,0.0,Health Sciences,Biological Psychology,Chengdu University of Traditional Chinese Medicine,China,0.012998830105290524,91.2922281439115,Biological Psychology (100%),Chengdu University of Traditional Chinese Medicine (67%); Sichuan University (22%); Chengdu Second People's Hospital (11%)
410,9,1.0,1.0,0.0,Health Sciences,Epidemiology,Beijing University of Chinese Medicine,China,0.012998830105290524,91.30522697401679,Epidemiology (100%),"Beijing University of Chinese Medicine (89%); Rutgers, The State University of New Jersey (11%)"
411,9,1.0,1.0,40.0,Biological Sciences,Genetics,University of Massachusetts Chan Medical School,United States,0.012998830105290524,91.31822580412208,Genetics (100%),University of Massachusetts Chan Medical School (56%); Nationwide Children's Hospital (33%); Washington University in St. Louis (11%)
412,9,1.0,2.0,0.0,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,First Affiliated Hospital of Anhui Medical University,China,0.012998830105290524,91.33122463422737,Cardiovascular Medicine and Haematology (78%); Clinical Sciences (22%),First Affiliated Hospital of Anhui Medical University (89%); Second Hospital of Anhui Medical University (11%)
413,9,1.0,2.0,40.0,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,University of Arizona,United States,0.012998830105290524,91.34422346433266,Oncology and Carcinogenesis (100%),University of Arizona (78%); University of Kansas Medical Center (11%); University of South Carolina (11%)
414,9,0.0,1.0,14.285714285714286,Biomedical and Clinical Sciences,Clinical Sciences,"University of California, San Diego",United States,0.012998830105290524,91.35722229443795,Clinical Sciences (100%),"University of California, San Diego (100%)"
415,9,1.0,1.0,0.0,Biological Sciences,Biochemistry and Cell Biology,Central South University,China,0.012998830105290524,91.37022112454324,Biochemistry and Cell Biology (100%),Central South University (100%)
416,9,1.0,1.0,0.0,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,Southern Medical University,China,0.012998830105290524,91.38321995464852,Oncology and Carcinogenesis (100%),"Southern Medical University (89%); Department of Radiation Oncology, Yunfu People's Hospital, Yunfu, China (11%)"
417,9,1.0,1.0,12.5,Biomedical and Clinical Sciences,Clinical Sciences,Université de Sherbrooke,Canada,0.012998830105290524,91.39621878475381,Clinical Sciences (100%),"Université de Sherbrooke (44%); Université Côte d'Azur (33%); Imeka Solutions Inc., Sherbrooke, QC, Canada (22%)"
418,9,1.7777777777777777,2.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,"Fuwai Hospital, CAMS&PUMC",China,0.012998830105290524,91.4092176148591,Clinical Sciences (67%); Epidemiology (33%),"Fuwai Hospital, CAMS&PUMC (89%); Southern Medical University (11%)"
419,9,0.0,2.0,100.0,Biomedical and Clinical Sciences,Clinical Sciences,Shenyang Medical College,China,0.012998830105290524,91.42221644496439,Clinical Sciences (100%),Shenyang Medical College (89%); Shenyang Center for Disease Control and Prevention (11%)
420,9,1.0,1.0,0.0,Biomedical and Clinical Sciences,,Shaoxing University,China,0.012998830105290524,91.43521527506968,,Shaoxing University (100%)
421,9,0.7777777777777778,1.0,44.44444444444444,Biological Sciences,Genetics,Biomedical Research Foundation of the Academy of Athens,Greece,0.012998830105290524,91.44821410517497,Genetics (100%),"Biomedical Research Foundation of the Academy of Athens (33%); National and Kapodistrian University of Athens (33%); ANTISEL S.A., Athens, Greece (11%)"
422,9,1.0,1.0,0.0,Biomedical and Clinical Sciences,,Al al-Bayt University,Jordan,0.012998830105290524,91.46121293528026,,"Al al-Bayt University (11%); Al-Ahliyya Amman University (11%); CSMIS Department, Oman College of Management and Technology, 320, Barka, Oman (11%)"
423,9,1.8888888888888888,2.0,28.571428571428573,Biological Sciences,Bioinformatics and Computational Biology,University of Pittsburgh,United States,0.012998830105290524,91.47421176538555,Bioinformatics and Computational Biology (100%),"University of Pittsburgh (78%); Paradigm4, Inc., Suite 360, 281 Winter Street, Waltham, MA, 02451, USA (22%)"
424,9,1.2222222222222223,1.0,100.0,Biomedical and Clinical Sciences,Pharmacology and Pharmaceutical Sciences,Xiyuan Hospital,China,0.012998830105290524,91.48721059549084,Pharmacology and Pharmaceutical Sciences (56%); Epidemiology (33%); Nutrition and Dietetics (11%),Xiyuan Hospital (67%); China Academy of Chinese Medical Sciences (22%); China-Japan Friendship Hospital (11%)
425,9,0.0,1.0,50.0,Biomedical and Clinical Sciences,Pharmacology and Pharmaceutical Sciences,University of Edinburgh,United Kingdom,0.012998830105290524,91.50020942559613,Pharmacology and Pharmaceutical Sciences (100%),University of Edinburgh (100%)
426,9,1.0,1.0,0.0,Health Sciences,Epidemiology,First Affiliated Hospital of Anhui Medical University,China,0.012998830105290524,91.51320825570141,Epidemiology (100%),First Affiliated Hospital of Anhui Medical University (89%); Peking University First Hospital (11%)
427,9,0.0,1.0,100.0,Biomedical and Clinical Sciences,Clinical Sciences,Chinese Academy of Medical Sciences & Peking Union Medical College,China,0.012998830105290524,91.5262070858067,Clinical Sciences (78%); Health Services and Systems (22%),Chinese Academy of Medical Sciences & Peking Union Medical College (78%); Beijing Tongren Hospital (11%); Peking University Cancer Hospital (11%)
428,9,1.0,1.0,28.571428571428573,Information and Computing Sciences,Data Management and Data Science,Thomas J Watson Research Center,United States,0.012998830105290524,91.53920591591199,Data Management and Data Science (100%),Thomas J Watson Research Center (89%); IBM Argentina SA (11%)
429,9,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Southeast University,China,0.012998830105290524,91.55220474601728,Clinical Sciences (100%),Southeast University (89%); Zhongda Hospital Southeast University (11%)
430,9,0.5555555555555556,1.0,20.0,Biological Sciences,Genetics,Queen Mary University of London,United Kingdom,0.012998830105290524,91.56520357612257,Genetics (100%),Queen Mary University of London (100%)
431,9,1.0,1.0,33.333333333333336,Biomedical and Clinical Sciences,Clinical Sciences,University of Ottawa,Canada,0.012998830105290524,91.57820240622786,Clinical Sciences (100%),University of Ottawa (67%); Ottawa Hospital (22%); Seven Oaks General Hospital (11%)
432,9,0.0,1.0,0.0,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Peking Union Medical College Hospital,China,0.012998830105290524,91.59120123633315,Cardiovascular Medicine and Haematology (100%),Peking Union Medical College Hospital (100%)
433,9,1.0,1.0,100.0,Biomedical and Clinical Sciences,Clinical Sciences,Southern Medical University,China,0.012998830105290524,91.60420006643844,Clinical Sciences (100%),Southern Medical University (89%); Chinese University of Hong Kong (11%)
434,9,1.0,2.0,50.0,Biomedical and Clinical Sciences,Clinical Sciences,Stanford University,United States,0.012998830105290524,91.61719889654373,Clinical Sciences (100%),Stanford University (100%)
435,9,0.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,China Academy of Chinese Medical Sciences,China,0.012998830105290524,91.63019772664902,Clinical Sciences (56%); Epidemiology (44%),China Academy of Chinese Medical Sciences (100%)
436,8,1.625,1.5,0.0,Biomedical and Clinical Sciences,Biochemistry and Cell Biology,First Affiliated Hospital of GuangXi Medical University,China,0.011554515649147131,91.64175224229817,Biochemistry and Cell Biology (50%); Pharmacology and Pharmaceutical Sciences (38%); Clinical Sciences (12%),First Affiliated Hospital of GuangXi Medical University (88%); Guangxi Medical University (12%)
437,8,1.0,1.0,0.0,Health Sciences,Epidemiology,Affiliated Hospital of Qingdao University,China,0.011554515649147131,91.65330675794732,Epidemiology (100%),Affiliated Hospital of Qingdao University (100%)
438,8,0.0,1.0,0.0,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,Second Hospital of Hebei Medical University,China,0.011554515649147131,91.66486127359647,Oncology and Carcinogenesis (100%),Second Hospital of Hebei Medical University (100%)
439,8,0.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Zhejiang Shuren University,China,0.011554515649147131,91.67641578924562,Clinical Sciences (100%),Zhejiang Shuren University (100%)
